,tweet_text,lat,lon,tweeter_location,tweeter_location_from_gps,tweet_time_gmt,tweeter_timezone,tweet_time_local,name,screen_name,description,n_friends,n_followers,n_statuses,tweeter_gender,hashtags,original_screen_name,original_name,original_gender,original_followers,tweeted_at_screennames,tweeted_at_names,tweeted_at_genders,tweet_is_retweet,favorites,retweets,family,money,humans,sad,anger,home,sexual,negemo,death,posemo,anx,health,certain,you,friend,body,we,affect,i,work,ingest,swear,social,tweeted_at_gender_mean,continent,absolute_timestamps,local_timestamps
1170743,I'm starting a Divine Mercy chaplet for #ferguson in 6 minutes at 10:30 central. Join if you'd like.,,,Beautiful America,,2014-08-18 03:42:07+00:00,America/New_York,2014-08-17 23:42:07+00:00,AnnMarie Caliguire,caliguire13,You will never know how many people you have encouraged and inspired because you made the choice to be yourself,789.0,558.0,17289.0,1.0,set(['ferguson']),kassiesaidwhat,Kassie Rutherford,1.0,583.0,[u'kassiesaidwhat'],[u'Kassie Rutherford'],[1],True,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,North America,735463.1541666667,2014-08-17 23:42:07
1170744,"[CBSNEWS] Police fire tear gas at demonstrators in Ferguson, Missouri: Just prior to a new curfew being impose... http://t.co/j7IuufiWYD",,,,,2014-08-18 03:42:07+00:00,America/New_York,2014-08-17 23:42:07+00:00,Newszilla,newszilla,Massive News Feeds,1524.0,3676.0,455484.0,,set(['']),,,,,,,[],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 23:42:07
1170745,They have war correspondents from the Middle East coming to #Ferguson if that doesn't tell you how bad it is I don't know what does.,29.695277,-95.250452,New Jet City,,2014-08-18 03:42:07+00:00,America/New_York,2014-08-17 23:42:07+00:00,Doc Holliday,2cupp_matt,Chillen mostly & one day a United States Marine but until then I'm Jetlivin',1283.0,1376.0,7396.0,,set(['ferguson']),,,,,,,[],False,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,,North America,735463.1541666667,2014-08-17 23:42:07
1170746,"Talk about dichotomy, my entire timeline is filled with #summerslam &amp; #ferguson tweets",,,USA Y GUATE ,,2014-08-18 03:42:07+00:00,America/New_York,2014-08-17 23:42:07+00:00,CHINOSATAN,metalzar83,Guatemala....Md...Dc...Va...#redskins #ravens#dcunited#realmadrid#manchesterunited #roma #metal #fifa #deftones #bbm pin 794fcfa6 \m/ Live and Learn #xboxone,1236.0,653.0,2746.0,,"set(['ferguson', 'summerslam'])",zeenakoda,Zeena Koda,1.0,6913.0,[u'zeenakoda'],[u'Zeena Koda'],[1],True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,North America,735463.1541666667,2014-08-17 23:42:07
1170747,blue-author: BREAKING: Ferguson Store Owner Says He Doesn’t Believe That’s Mike Brown On Surveillance Video... http://t.co/Ll2UXkTi4U,,,765 - GC,,2014-08-18 03:42:07+00:00,America/Chicago,2014-08-17 22:42:07+00:00,Trev,Trev_Da_DJ,I'm not just another twitter rapper. Pay attention to me. Lol -- I love beer -- #hkc #goodcompany,772.0,1479.0,70695.0,,set(['']),Keirahime,Kayla B,1.0,23.0,[u'Keirahime'],[u'Kayla B'],[1],True,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,North America,735463.1541666667,2014-08-17 22:42:07
1170748,@markbland: BREAKING: fully armed group moving in vicinity of West Florrisant and Chambers ... Officers are aware #Ferguson,,,A smile ahead of critics,,2014-08-18 03:42:07+00:00,America/Chicago,2014-08-17 22:42:07+00:00,Baduism,PYTae_,All great achievements require time.,1456.0,1370.0,28208.0,,set(['ferguson']),markbland,Mark Bland ,0.0,46450.0,"[u'markbland', u'markbland']","[u'Mark Bland ', u'Mark Bland ']","[0, 0]",True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,North America,735463.1541666667,2014-08-17 22:42:07
1170749,Regular ol' Sunday evening in the land of the free. #Livestream #Ferguson,,,"Washington, DC",,2014-08-18 03:42:08+00:00,America/Halifax,2014-08-18 00:42:08+00:00,Emily,See_Em_Play,"HS junior. Civil Rights. Feminism. Remember, it's a sin to kill a mockingbird. [HANDS UP;DON'T SHOOT.]",201.0,194.0,3440.0,1.0,"set(['livestream', 'ferguson'])",,,,,,,[],False,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,South America,735463.1541666667,2014-08-18 00:42:08
1170750,Police in #Ferguson just fired on the press area. Everyone is scrambling. This doesn't make sense.,,,"Springfield, MA",,2014-08-18 03:42:08+00:00,America/New_York,2014-08-17 23:42:08+00:00,Catharine Cummings,PastorCatharine,"Worship Wesley UMC 741 State St. Springfield, MA! Ordained, Christian Church (DOC). Passionate about building God's people, spreading the love & social justice",567.0,355.0,1167.0,1.0,set(['ferguson']),Bipartisanism,Bipartisan Report,,16006.0,[u'Bipartisanism'],[u'Bipartisan Report'],[None],True,43.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 23:42:08
1170751,Woman in wheelchair speeding away from gas #Ferguson http://t.co/rWfL0v3Jj7,,,"Las Vegas, NV",,2014-08-18 03:42:08+00:00,America/Chicago,2014-08-17 22:42:08+00:00,Justin Yost,jtyost2,"Web Developer, constant student, backpacker and hater of the Oxford comma.",771.0,1480.0,47087.0,0.0,set(['ferguson']),jonswaine,Jon Swaine,0.0,25431.0,[u'jonswaine'],[u'Jon Swaine'],[0],True,293.0,1506.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,North America,735463.1541666667,2014-08-17 22:42:08
1170752,"These men have come to #Ferguson, MO all the way from India, where they live in exile, to bring a message of PEACE.✌️ http://t.co/Zt8zNQWGEq",,,Ohio,,2014-08-18 03:42:08+00:00,America/New_York,2014-08-17 23:42:08+00:00,Khaleynie Maldonado ,Khaleynie5SOS,Falling in love with band members that don't know I exist is becoming a problem for me.  Band Account/4,282.0,344.0,5117.0,,set(['ferguson']),AntonioFrench,Antonio French,0.0,103737.0,[u'AntonioFrench'],[u'Antonio French'],[0],True,3818.0,5989.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,North America,735463.1541666667,2014-08-17 23:42:08
1170753,Guys next to me throwing back the gas/smoke. #Ferguson http://t.co/9Bj21M3EGr,,,"Austin, TX",,2014-08-18 03:42:09+00:00,America/Chicago,2014-08-17 22:42:09+00:00,MadHatter,madhattersez,"The head of Scrub Club Records, leader and protector of all Scrubs worldwide!",119.0,540.0,10756.0,,set(['ferguson']),TheTechCEO,The Tech CEO,,16320.0,[u'TheTechCEO'],[u'The Tech CEO'],[None],True,240.0,509.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,North America,735463.1541666667,2014-08-17 22:42:09
1170754,The scene in #Ferguson right now is unreal. http://t.co/HTUUBdGhnM,,,"from Serbia, now in NY",,2014-08-18 03:42:09+00:00,America/New_York,2014-08-17 23:42:09+00:00,bocca,sequenceofdream,"it seems, it seems that i can't shake those memories, i wonder if you feel the same way too",144.0,121.0,9433.0,,set(['ferguson']),ComplexMag,Complex ,,418590.0,[u'ComplexMag'],[u'Complex '],[None],True,911.0,2421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 23:42:09
1170755,"Ah, ""why do people take kids to riots?!"" No, they took them to a protest. Cops threw tear gas at kids. Get your shit right. #Ferguson",,,Adjunct Rebellion,,2014-08-18 03:42:09+00:00,America/New_York,2014-08-17 23:42:09+00:00,Despicable G,GracieG,Crazy Sometimes Pretty Messed Up Poet; Steward of the Earth; Pirates/Pens Fan; Astronomy & Science nerd wannabe; holder of a PhD; Queen of Dystopia,1448.0,1198.0,48877.0,,set(['ferguson']),MexicAnarchist,ⒶTony☭,0.0,4028.0,[u'MexicAnarchist'],[u'\u24b6Tony\u262d'],[0],True,7.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,North America,735463.1541666667,2014-08-17 23:42:09
1170756,"The scene in #Gaza right now. Errr...I mean #Ferguson, Missouri. http://t.co/Bn0aMMwYS9",,,Location: All around you.,,2014-08-18 03:42:09+00:00,America/Los_Angeles,2014-08-17 20:42:09+00:00,AliasHere,AliasHere,Proud  Progressive. Happy wife of US Marine/Attorney. I block trolls & fakes. I rarely check Direct Messages.  Snark is good.,3253.0,3792.0,66886.0,,"set(['ferguson', 'gaza'])",TheEyeOfControl,The Illuminati,,257885.0,[u'TheEyeOfControl'],[u'The Illuminati'],[None],True,228.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 20:42:09
1170757,"“@RossMcleanSec: Police 2 press ""turn off that light or I will shoot u in face"" #Ferguson - cameraman says ""NO"" http://t.co/1Oq3grxmfu”",,,Cali.,,2014-08-18 03:42:09+00:00,America/Los_Angeles,2014-08-17 20:42:09+00:00,Samantha,Sam_Bam_xo,'It is better to live your own destiny imperfectly than to live an imitation of somebody else's life with perfection.',1236.0,3961.0,156499.0,1.0,set(['ferguson']),,,,,[u'RossMcleanSec'],[u'Ross McLean'],[0],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,North America,735463.1541666667,2014-08-17 20:42:09
1170758,"All this over some damn fireworks. RT @ryanjreilly: Report of shots fired has been cleared as fireworks, police say. #Ferguson",,,,,2014-08-18 03:42:09+00:00,America/New_York,2014-08-17 23:42:09+00:00,Ella Drake,Lori_Ella,When only a geek will do...Author of Dark Paranormal & Science Fiction Romance. I don't check for follows. Say hello so I know you're there!,664.0,1890.0,49914.0,1.0,set(['ferguson']),minossec,Greg Thomas ,0.0,3616.0,"[u'minossec', u'ryanjreilly']","[u'Greg Thomas ', u'Ryan J. Reilly']","[0, None]",True,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 23:42:09
1170759,"Report of shots fired has been cleared as fireworks, police say. #Ferguson",,,,,2014-08-18 03:42:09+00:00,America/Denver,2014-08-17 21:42:09+00:00,Keisha Page,_WordMistress,"Author of erotica, romance. Freelance Writer. Boss. Word Mistress, kitchen witch, music fan, flower grower.",3002.0,3008.0,2948.0,1.0,set(['ferguson']),ryanjreilly,Ryan J. Reilly,,56796.0,[u'ryanjreilly'],[u'Ryan J. Reilly'],[None],True,71.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 21:42:09
1170760,Saw a lot of kids amid protests tonight and this time last night. No longer an environment for children. #Ferguson,,,Peaceful Journey,,2014-08-18 03:42:10+00:00,America/Chicago,2014-08-17 22:42:10+00:00,Osopeaceful,Osopeaceful,I'm a Motor City Kitty. A crazy sports fan and a coffee connoisseur.,343.0,73.0,882.0,,set(['ferguson']),RobertKlemko,Robert Klemko,0.0,14369.0,[u'RobertKlemko'],[u'Robert Klemko'],[0],True,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North America,735463.1541666667,2014-08-17 22:42:10
1170761,"Guys, I'm wearing a bullet proof vest and I have a gas mask. #Ferguson #MikeBrown  http://t.co/PfngaLBXXS",,,"New York, NY",,2014-08-18 03:42:10+00:00,America/Halifax,2014-08-18 00:42:10+00:00,Kailey Burger,KaileyBurger,Relentless.,477.0,233.0,1331.0,1.0,"set(['mikebrown', 'ferguson'])",Patricialicious,Patricia Bynes,1.0,5243.0,[u'Patricialicious'],[u'Patricia Bynes'],[1],True,42.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,South America,735463.1541666667,2014-08-18 00:42:10
1170762,"→ CAN http://t.co/36rCXQtjUb → Protesters, police clash with Molotov cocktails, tear gas in Ferguson, Mo. → Residents in Ferguson have comp…",,,"Mount Vernon, New York",,2014-08-18 03:42:10+00:00,America/Los_Angeles,2014-08-17 20:42:10+00:00,Alexis,alexis_golde,NY  - wanna have fun!,981.0,801.0,155359.0,0.0,set(['']),tyleronemo,Tyler,,1025.0,[u'tyleronemo'],[u'Tyler'],[None],True,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 20:42:10
1170763,"¦ http://t.co/7Jmk2DLXAs 919 ¦ IN PHOTOS: Heavily armed police face down protesters in Ferguson, Mo.  #Ferguson ¦ WATCH ABOVE: Video from a…",,,"Cupertino, CA",,2014-08-18 03:42:10+00:00,America/Los_Angeles,2014-08-17 20:42:10+00:00,Ella,usa_ella,any questions?,427.0,420.0,132454.0,1.0,set(['ferguson']),tyleronemo,Tyler,,1025.0,[u'tyleronemo'],[u'Tyler'],[None],True,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 20:42:10
1170764,I can't stop refreshing Twitter because of Ferguson. I jumped on to Facebook and it was full of white people doing the Ice Bucket Challenge.,,,India,,2014-08-18 03:42:10+00:00,,,Puram,puram_politics,A Data Scientist's view of Indian Politics,622.0,1072.0,13994.0,,set(['']),hai_jessicalee,Jessica,1.0,95.0,[u'hai_jessicalee'],[u'Jessica'],[1],True,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,,735463.1541666667,
1170765,"¦ http://t.co/7Jmk2DLXAs 919 ¦ IN PHOTOS: Heavily armed police face down protesters in Ferguson, Mo.  #Ferguson ¦ WATCH ABOVE: Video from a…",,,"New York, NY",,2014-08-18 03:42:10+00:00,America/Los_Angeles,2014-08-17 20:42:10+00:00,Samantha,not_ur_sam,what?,390.0,368.0,133460.0,1.0,set(['ferguson']),tyleronemo,Tyler,,1025.0,[u'tyleronemo'],[u'Tyler'],[None],True,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 20:42:10
1170766,America Land of the Free... that doesn't mean stealing is okay though Ferguson looters just so you know,,,,,2014-08-18 03:42:10+00:00,America/New_York,2014-08-17 23:42:10+00:00,Bailey Wood,Bailey_Michele1,july fourth two-thousand fourteen ∞,149.0,258.0,4075.0,,set(['']),,,,,,,[],False,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,North America,735463.1541666667,2014-08-17 23:42:10
1170767,Here’s a list of potentially unconstitutional things that police in #Ferguson are doing: http://t.co/UKNtk7FmhE,,,GBK,,2014-08-18 03:42:10+00:00,America/New_York,2014-08-17 23:42:10+00:00,Cody B,CodyBowers,"If you got a blunt, then we can be friends.",296.0,490.0,5138.0,,set(['ferguson']),trutherbot,trutherbot,,212388.0,[u'trutherbot'],[u'trutherbot'],[None],True,28.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 23:42:10
1170768,The fact that ppl can stare down police in riot gear should tell you something about the conditions prior to this. #ferguson,,,'MERICA,,2014-08-18 03:42:10+00:00,America/New_York,2014-08-17 23:42:10+00:00,Trilliam H. Taft,Surefire_Phil,The Extremely Light-Skinned Keith Sweat Est. 1990 WWFD,603.0,548.0,30966.0,,set(['ferguson']),JustAnt1914,Atom Ant,,1019.0,[u'JustAnt1914'],[u'Atom Ant'],[None],True,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,North America,735463.1541666667,2014-08-17 23:42:10
1170769,The messiness of #democracy: live feed from #Ferguson - http://t.co/vo6uUvXvfq #uspoli #cdnpoli,,,,,2014-08-18 03:42:10+00:00,America/Los_Angeles,2014-08-17 20:42:10+00:00,Colin W.,grapemanca,"A BC educator (Gr 8-12, DE, Post-Secondary) perilously embracing both progressive politics & traditional pedagogy. I always follow classroom teachers.",681.0,608.0,6115.0,0.0,"set(['uspoli', 'cdnpoli', 'ferguson', 'democracy'])",,,,,,,[],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 20:42:10
1170770,Dispatch from #Ferguson: Fighting For versus Fighting With http://t.co/RjBwT6923B #HumanRightsFerguson,,,Worldwide,,2014-08-18 03:42:10+00:00,Africa/Casablanca,2014-08-18 04:42:10+00:00,amnestypress,amnestypress,"Global human rights news, views & analysis from Amnesty International's Press Office. Curated by @writesrights. Contact:  press@amnesty.org +44(0)207 413 5566",2709.0,6936.0,6785.0,,"set(['humanrightsferguson', 'ferguson'])",amnesty,AmnestyInternational,,1136709.0,[u'amnesty'],[u'AmnestyInternational'],[None],True,59.0,136.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,,,735463.1541666667,2014-08-18 04:42:10
1170771,@MercedesD3nz purge in ferguson,,,rest easy rudy,,2014-08-18 03:42:10+00:00,,,aburg,arynneburgess,dazed and amuzed.,317.0,550.0,1722.0,,set(['']),,,,,[u'MercedesD3nz'],[u'John Doe'],[0],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,735463.1541666667,
1170772,Live stream from #Ferguson right now: http://t.co/z8FcIsJBWJ http://t.co/YOJ1lnJRmh,,,South Miami,,2014-08-18 03:42:11+00:00,,,Techo,hoolighantesh,feathers & propellers,119.0,116.0,457.0,,set(['ferguson']),katz,Andrew Katz,0.0,10922.0,[u'katz'],[u'Andrew Katz'],[0],True,36.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,735463.1541666667,
1170773,Protesters return tear gas canisters at police in #Ferguson http://t.co/cHNU2LD3Ev,,,,,2014-08-18 03:42:11+00:00,America/Chicago,2014-08-17 22:42:11+00:00,Caramel Delight,alllday_j,"*March 9th, 2013 RIP Mike James Palmer*",644.0,738.0,36005.0,,set(['ferguson']),alexwroblewski,Alex Wroblewski,0.0,1612.0,[u'alexwroblewski'],[u'Alex Wroblewski'],[0],True,472.0,1307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,North America,735463.1541666667,2014-08-17 22:42:11
1170774,"We're not able to advance right now, so I'm headed back to observe damage. #Ferguson",,,St. John's,,2014-08-18 03:42:11+00:00,America/St_Johns,2014-08-18 01:12:11+00:00,Will Fowler,thefutureyousee,"Labradorian & Newfoundlander. Environmental Science, Physics, Physical Oceanography, politics, hiking, and photography.        
Retweet ≠ endorsement.",2001.0,816.0,36625.0,,set(['ferguson']),ryanjreilly,Ryan J. Reilly,,56795.0,[u'ryanjreilly'],[u'Ryan J. Reilly'],[None],True,9.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,South America,735463.1541666667,2014-08-18 01:12:11
1170775,"#Ferguson is basically that scene in every post apocalyptic movie where we live in a ""police state"". But it's real. Damn. #FergusonShooting",,,EAST COAST ALL DAY!!,,2014-08-18 03:42:11+00:00,America/New_York,2014-08-17 23:42:11+00:00,Ladee 8^P,SuchaFucknLadee,"#TeamFollowBack
#TeamNoKid
#Team4point0
#TeamVirgo
#TeamAUC
#TeamCAU
#TeamSeniorYear
#TeamNatural
#TeamiPhone
#TeamTriggaTrey
I LUV BEIN ME... JUS DAT SIMPLE...",400.0,222.0,2384.0,,"set(['fergusonshooting', 'ferguson'])",caseyshoots,CASEY TEBO,,1500.0,[u'caseyshoots'],[u'CASEY TEBO'],[None],True,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,North America,735463.1541666667,2014-08-17 23:42:11
1170776,"BREAKING: Michael Brown shot at least six times, including twice in head, preliminary private autopsy finds, says @nytimes #Ferguson",,,Japan,,2014-08-18 03:42:11+00:00,Asia/Irkutsk,2014-08-18 12:42:11+00:00,猫柳,tulsilover,311の後目覚めました。改憲解釈反対！Free Palestine! No Nukes! Stop TPP! Anti GMO! Scrap the  secrecy bill!   Inner peace/World peace!,1969.0,675.0,17759.0,,set(['ferguson']),cnni,CNN International,,2456041.0,"[u'cnni', u'nytimes']","[u'CNN International', u'The New York Times']","[None, None]",True,46.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Asia,735463.1541666667,2014-08-18 12:42:11
1170777,This. Is. A. Planned. Attack. RT @Bipartisanism: BREAKING: Police are turning out street lights in #Ferguson and using night vision goggles”,,,"Cincinnati, Oh (Queen city)",,2014-08-18 03:42:11+00:00,America/Lima,2014-08-17 22:42:11+00:00,Cardigan Fitzgerald,TheChuckWatson,#Bengals #Reds Cincinnati since my momma had me.. oh and #LakeShow,274.0,304.0,44535.0,,set(['ferguson']),HalBrownNBA,Hal Brown,0.0,503.0,"[u'HalBrownNBA', u'Bipartisanism']","[u'Hal Brown', u'Bipartisan Report']","[0, None]",True,76.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,South America,735463.1541666667,2014-08-17 22:42:11
1170778,Phone is dying. I am nowhere near my car. I am lost in #Ferguson. Really bad car accident. Looting across from it. Pray for me. #Ferguson,,,bcc: RJFG,,2014-08-18 03:42:11+00:00,America/New_York,2014-08-17 23:42:11+00:00,amoreno,La_Moreno,"'The townsfolk play along with the pretense, not wanting to appear unfit for their positions or stupid.'",1822.0,474.0,14680.0,,set(['ferguson']),deray,deray mckesson,,1026.0,[u'deray'],[u'deray mckesson'],[None],True,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 23:42:11
1170779,Follow this account for updates from tweeters in #Ferguson  https://t.co/39Aa5NQbGl,,,off in my own little world..,,2014-08-18 03:42:11+00:00,America/Los_Angeles,2014-08-17 20:42:11+00:00,Peggy von Burkleo,SamhainNight,"Artist/writer of the Celtic manga Samhain Night - a dark faerie tale, & writer for @Womanthology! Buy my comic at http://bit.ly/QaqgBG",770.0,822.0,62383.0,1.0,set(['ferguson']),,,,,,,[],False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 20:42:11
1170780,"Report of shots fired has been cleared as fireworks, police say. #Ferguson",,,Sin City,,2014-08-18 03:42:11+00:00,America/Phoenix,2014-08-17 20:42:11+00:00,Mantana Soss,MantanaSoss,Tweeting opinions about Sports and Hip Hop among other things. #Redskins #Cavaliers #Yankees #UNLVmbb #HTTR,283.0,315.0,30272.0,,set(['ferguson']),ryanjreilly,Ryan J. Reilly,,56795.0,[u'ryanjreilly'],[u'Ryan J. Reilly'],[None],True,72.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,North America,735463.1541666667,2014-08-17 20:42:11
1170781,"""I'd much rather be home with my family,"" officer who delivered water to the media tells us. #Ferguson http://t.co/YE7yjMTI3b",,,US of A,,2014-08-18 03:42:11+00:00,,,Alexander De,Mr1791,"I tremble for my country when I reflect that God is just; that his justice cannot sleep forever.
-Thomas Jefferson",567.0,271.0,1463.0,0.0,set(['ferguson']),natedrug,NΔTE,,230716.0,[u'natedrug'],[u'N\u0394TE'],[None],True,120.0,112.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,,,735463.1541666667,
